Algorithm;TimeMs;PathLength;Rotations;Success;Step;Manhattan
Firefly;1005,98;112;6;True;1240;103
Camel;1014,77;102;4;True;1352;89
ACO;1010,99;94;4;True;1352;89
Firefly;1005,86;96;6;True;1352;89
Camel;1011,72;40;3;True;1026;35
ACO;1008,55;39;3;True;1026;35
Firefly;1006,35;39;3;True;1026;35
Camel;1007,32;44;2;True;1065;41
ACO;1006,47;44;2;True;1065;41
Firefly;1006,71;44;2;True;1065;41
Camel;1030,76;94;6;True;1109;80
ACO;1006,84;87;4;True;1109;80
Firefly;1007,20;88;6;True;1109;80
Camel;1014,04;84;6;True;1197;74
ACO;1022,83;81;6;True;1197;74
Firefly;1006,35;80;5;True;1197;74
Camel;1006,71;35;3;True;1054;31
ACO;1008,55;35;3;True;1054;31
Firefly;1005,86;35;3;True;1054;31
Camel;1020,75;97;7;True;1089;87
ACO;1010,38;91;3;True;1089;87
Firefly;1007,20;95;5;True;1089;87
Camel;1042,11;123;5;True;1184;108
ACO;1012,45;113;3;True;1184;108
Firefly;1007,08;113;2;True;1184;108
Camel;1008,42;40;3;True;1297;36
ACO;1010,01;40;3;True;1297;36
Firefly;1006,35;40;3;True;1297;36
Camel;1005,98;23;2;True;1058;20
ACO;1006,47;23;2;True;1058;20
Firefly;1006,10;23;2;True;1058;20
Camel;1005,74;51;4;True;1081;43
ACO;1057,62;0;0;False;1081;43
Firefly;1006,59;50;4;True;1081;43
Camel;1083,74;122;6;True;1131;105
ACO;1006,96;110;4;True;1131;105
Firefly;1007,08;110;4;True;1131;105
Camel;1019,29;72;6;True;1241;64
ACO;1010,74;69;4;True;1241;64
Firefly;1006,10;69;4;True;1241;64
Camel;1014,89;57;5;True;1070;49
ACO;1006,96;55;5;True;1070;49
Firefly;1006,10;55;5;True;1070;49
Camel;1068,85;111;8;True;1125;99
ACO;1011,35;104;4;True;1125;99
Firefly;1006,47;106;4;True;1125;99
Camel;1012,94;115;10;True;1231;99
ACO;1007,20;104;4;True;1231;99
Firefly;1007,69;116;7;True;1231;99
Camel;1012,33;55;4;True;1347;49
ACO;1006,23;54;4;True;1347;49
Firefly;1006,84;54;4;True;1347;49
Camel;1012,33;61;5;True;1078;54
ACO;1007,69;60;5;True;1078;54
Firefly;1005,98;60;5;True;1078;54
Camel;1023,80;98;4;True;1138;86
ACO;1011,48;0;0;False;1138;86
Firefly;1005,74;94;4;True;1138;86
Camel;1005,86;126;11;True;1232;103
ACO;1008,91;0;0;False;1232;103
Firefly;1006,96;122;11;True;1232;103
Camel;1008,79;37;5;True;1354;29
ACO;1008,67;0;0;False;1354;29
Firefly;1006,35;37;5;True;1354;29
Camel;1008,79;28;3;True;1110;24
ACO;1054,57;28;3;True;1110;24
Firefly;1026,61;28;3;True;1110;24
Camel;1010,62;109;8;True;1138;98
ACO;1007,45;104;5;True;1138;98
Firefly;1005,98;105;6;True;1138;98
Camel;1041,75;66;5;True;1243;57
ACO;1006,84;69;7;True;1243;57
Firefly;1009,28;66;7;True;1243;57
Camel;1006,35;72;4;True;1309;65
ACO;1009,16;70;4;True;1309;65
Firefly;1005,74;70;4;True;1309;65
Camel;1007,69;32;2;True;1134;29
ACO;1007,32;32;2;True;1134;29
Firefly;1006,35;32;2;True;1134;29
Camel;1016,72;69;3;True;1166;55
ACO;1032,84;61;5;True;1166;55
Firefly;1009,89;62;3;True;1166;55
Camel;1011,48;120;6;True;1228;105
ACO;1006,96;108;2;True;1228;105
Firefly;1006,35;110;2;True;1228;105
Camel;1007,32;75;5;True;1338;67
ACO;1009,16;73;5;True;1338;67
Firefly;1006,84;73;5;True;1338;67
Camel;1009,64;81;6;True;1138;68
ACO;1010,50;0;0;False;1138;68
Firefly;1006,47;76;5;True;1138;68
Camel;1008,42;23;2;True;1214;20
ACO;1005,49;23;2;True;1214;20
Firefly;1006,10;23;2;True;1214;20
Camel;1020,39;67;4;True;1237;59
ACO;1007,08;64;4;True;1237;59
Firefly;1007,94;69;4;True;1237;59
Camel;1007,45;60;4;True;1306;55
ACO;1008,67;60;4;True;1306;55
Firefly;1007,32;60;4;True;1306;55
Camel;1007,08;83;8;True;1162;71
ACO;1010,01;76;4;True;1162;71
Firefly;1006,59;76;4;True;1162;71
Camel;1006,59;17;3;True;1238;13
ACO;1015,87;17;3;True;1238;13
Firefly;1005,98;17;3;True;1238;13
Camel;1007,45;131;9;True;1255;109
ACO;1010,74;118;6;True;1255;109
Firefly;1007,57;117;5;True;1255;109
Camel;1010,38;67;4;True;1372;61
ACO;1011,84;66;4;True;1372;61
Firefly;1006,47;66;4;True;1372;61
Camel;1012,09;38;2;True;1186;35
ACO;1012,57;38;2;True;1186;35
Firefly;1006,71;38;2;True;1186;35
Camel;1010,01;91;4;True;1224;83
ACO;1008,18;0;0;False;1224;83
Firefly;1006,71;91;4;True;1224;83
Camel;1033,08;110;4;True;1315;94
ACO;1007,20;99;4;True;1315;94
Firefly;1005,98;104;6;True;1315;94
Camel;1016,36;27;2;True;1419;24
ACO;1005,86;27;2;True;1419;24
Firefly;1006,23;27;2;True;1419;24
Camel;1031,86;109;8;True;1194;95
ACO;1009,77;102;5;True;1194;95
Firefly;1007,45;104;5;True;1194;95
Camel;1018,80;68;2;True;1298;60
ACO;1013,18;0;0;False;1298;60
Firefly;1006,47;65;2;True;1298;60
Camel;1008,42;25;2;True;1363;22
ACO;1010,99;25;2;True;1363;22
Firefly;1005,74;25;2;True;1363;22
Camel;1010,38;33;3;True;1388;27
ACO;1012,09;0;0;False;1388;27
Firefly;1005,86;33;3;True;1388;27
Camel;1019,53;84;4;True;1198;72
ACO;1013,06;77;4;True;1198;72
Firefly;1009,52;86;9;True;1198;72
Camel;1019,04;76;4;True;1284;69
ACO;1007,81;76;6;True;1284;69
Firefly;1005,74;76;6;True;1284;69
Camel;1012,33;43;4;True;1360;38
ACO;1009,77;43;4;True;1360;38
Firefly;1005,74;43;4;True;1360;38
Camel;1037,72;113;3;True;1403;103
ACO;1012,45;107;3;True;1403;103
Firefly;1006,71;107;3;True;1403;103
Camel;1018,56;130;13;True;1278;113
ACO;1010,01;122;5;True;1278;113
Firefly;1007,20;122;7;True;1278;113
Camel;1013,92;134;7;True;1400;119
ACO;1009,28;125;5;True;1400;119
Firefly;1006,47;127;5;True;1400;119
Camel;1036,13;111;10;True;1527;95
ACO;1013,18;98;2;True;1527;95
Firefly;1008,18;98;2;True;1527;95
Camel;1026,12;97;4;True;1625;89
ACO;1010,99;94;4;True;1625;89
Firefly;1006,47;94;4;True;1625;89
Camel;1015,87;117;9;True;1282;102
ACO;1010,62;111;6;True;1282;102
Firefly;1007,45;108;5;True;1282;102
Camel;1009,16;127;5;True;1390;108
ACO;1019,04;112;3;True;1390;108
Firefly;1011,48;117;5;True;1390;108
Camel;1024,05;85;4;True;1507;74
ACO;1005,98;79;4;True;1507;74
Firefly;1006,71;79;4;True;1507;74
Camel;1011,23;51;5;True;1586;42
ACO;1012,70;0;0;False;1586;42
Firefly;1005,86;50;5;True;1586;42
Camel;1011,60;37;3;True;1302;33
ACO;1006,35;37;3;True;1302;33
Firefly;1005,62;37;3;True;1302;33
Camel;1007,45;26;4;True;1339;19
ACO;1005,98;26;5;True;1339;19
Firefly;1006,47;26;5;True;1339;19
Camel;1012,45;81;5;True;1365;70
ACO;1012,70;79;7;True;1365;70
Firefly;1007,08;81;6;True;1365;70
Camel;1014,16;45;4;True;1446;40
ACO;1009,52;45;4;True;1446;40
Firefly;1006,10;45;4;True;1446;40
Camel;1006,23;89;5;True;1306;80
ACO;1009,03;84;3;True;1306;80
Firefly;1005,86;84;3;True;1306;80
Camel;1013,06;78;3;True;1390;69
ACO;1016,60;73;3;True;1390;69
Firefly;1038,70;75;5;True;1390;69
Camel;1009,40;51;5;True;1465;44
ACO;1010,99;51;5;True;1465;44
Firefly;1006,23;52;5;True;1465;44
Camel;1017,46;127;5;True;1517;113
ACO;1049,68;118;3;True;1517;113
Firefly;1007,32;122;7;True;1517;113
Camel;1009,77;47;4;True;1314;41
ACO;1009,28;46;4;True;1314;41
Firefly;1006,23;46;4;True;1314;41
Camel;1017,09;156;8;True;1360;127
ACO;1005,98;0;0;False;1360;127
Firefly;1008,42;145;8;True;1360;127
Camel;1019,29;62;4;True;1505;52
ACO;1009,16;0;0;False;1505;52
Firefly;1006,59;79;8;True;1505;52
Camel;1010,99;55;4;True;1584;50
ACO;1007,69;55;4;True;1584;50
Firefly;1006,59;55;4;True;1584;50
Camel;1013,92;60;6;True;1338;53
ACO;1006,96;59;4;True;1338;53
Firefly;1008,42;58;4;True;1338;53
Camel;1023,93;71;7;True;1396;62
ACO;1009,64;68;5;True;1396;62
Firefly;1006,10;68;5;True;1396;62
Camel;1023,56;115;5;True;1464;100
ACO;1007,57;0;0;False;1464;100
Firefly;1007,69;113;7;True;1464;100
Camel;1013,67;72;5;True;1577;63
ACO;1005,74;71;5;True;1577;63
Firefly;1007,32;69;5;True;1577;63
Camel;1009,03;34;2;True;1370;30
ACO;1006,23;33;2;True;1370;30
Firefly;1007,81;33;2;True;1370;30
Camel;1008,79;50;3;True;1403;46
ACO;1012,70;50;3;True;1403;46
Firefly;1007,20;50;3;True;1403;46
Camel;1010,01;30;4;True;1453;25
ACO;1015,14;30;4;True;1453;25
Firefly;1005,74;30;4;True;1453;25
Camel;1006,71;56;3;True;1483;51
ACO;1006,84;55;3;True;1483;51
Firefly;1006,71;55;3;True;1483;51
Camel;1041,75;45;3;True;1382;41
ACO;1010,25;45;3;True;1382;41
Firefly;1008,30;45;3;True;1382;41
Camel;1017,21;61;5;True;1427;54
ACO;1010,50;61;5;True;1427;54
Firefly;1007,94;60;5;True;1427;54
Camel;1029,05;161;10;True;1487;137
ACO;1012,94;151;9;True;1487;137
Firefly;1006,47;146;6;True;1487;137
Camel;1024,66;143;8;True;1633;124
ACO;1006,47;134;8;True;1633;124
Firefly;1007,69;132;6;True;1633;124
Camel;1005,98;14;2;True;1394;11
ACO;1005,62;14;2;True;1394;11
Firefly;1005,74;14;2;True;1394;11
Camel;1005,98;87;3;True;1408;82
ACO;1008,79;87;4;True;1408;82
Firefly;1006,71;87;4;True;1408;82
Camel;1018,07;93;6;True;1495;81
ACO;1011,60;84;2;True;1495;81
Firefly;1009,64;84;2;True;1495;81
Camel;1026,00;46;3;True;1579;40
ACO;1006,59;46;5;True;1579;40
Firefly;1006,10;46;3;True;1579;40
Camel;1006,23;54;6;True;1402;47
ACO;1005,74;53;4;True;1402;47
Firefly;1005,62;53;4;True;1402;47
Camel;1023,44;113;5;True;1455;102
ACO;1015,38;106;3;True;1455;102
Firefly;1005,86;108;5;True;1455;102
Camel;1013,55;151;9;True;1563;133
ACO;1026,00;139;4;True;1563;133
Firefly;1006,71;142;6;True;1563;133
