Algorithm;Iteration;TimeMs;Manhattan;Fitness;BestPathLength
ACO;49;322.30;131;-136.0000;136
ACO;59;376.43;131;-136.0000;136
ACO;69;431.81;131;-136.0000;136
ACO;79;485.46;131;-136.0000;136
ACO;89;538.83;131;-136.0000;136
ACO;99;592.29;131;-136.0000;136
ACO;108;644.06;131;-136.0000;136
ACO;118;699.46;131;-136.0000;136
ACO;128;753.18;131;-136.0000;136
ACO;138;808.06;131;-136.0000;136
ACO;148;861.91;131;-136.0000;136
ACO;158;916.60;131;-136.0000;136
ACO;168;970.35;131;-136.0000;136
ACO;171;1029.46;131;-136.0000;136
ACO;1;8.77;63;-74.0000;74
ACO;8;62.03;63;-73.0000;73
ACO;9;69.84;63;-69.0000;69
ACO;15;110.84;63;-68.0000;68
ACO;23;161.83;63;-68.0000;68
ACO;31;215.95;63;-68.0000;68
ACO;39;266.96;63;-68.0000;68
ACO;47;321.56;63;-68.0000;68
ACO;55;375.74;63;-68.0000;68
ACO;63;429.89;63;-68.0000;68
ACO;71;484.89;63;-68.0000;68
ACO;79;541.05;63;-68.0000;68
ACO;87;597.89;63;-68.0000;68
ACO;95;650.92;63;-68.0000;68
ACO;100;727.43;63;-68.0000;68
ACO;109;780.58;63;-68.0000;68
ACO;117;835.40;63;-68.0000;68
ACO;125;890.06;63;-68.0000;68
ACO;133;945.37;63;-68.0000;68
ACO;141;1000.05;63;-68.0000;68
ACO;1;10.21;49;-81.0000;81
ACO;4;38.19;49;-77.0000;77
ACO;5;47.39;49;-72.0000;72
ACO;7;66.43;49;-65.0000;65
ACO;8;77.87;49;-56.0000;56
ACO;12;115.21;49;-55.0000;55
ACO;13;127.07;49;-54.0000;54
ACO;19;183.14;49;-54.0000;54
ACO;25;235.98;49;-54.0000;54
ACO;31;286.97;49;-54.0000;54
ACO;37;344.83;49;-54.0000;54
ACO;43;395.16;49;-54.0000;54
ACO;46;462.86;49;-54.0000;54
ACO;52;514.72;49;-54.0000;54
ACO;58;564.89;49;-54.0000;54
ACO;64;616.53;49;-54.0000;54
ACO;70;666.84;49;-54.0000;54
ACO;76;716.94;49;-54.0000;54
ACO;83;775.06;49;-54.0000;54
ACO;89;825.35;49;-54.0000;54
ACO;95;875.49;49;-54.0000;54
ACO;101;926.00;49;-54.0000;54
ACO;107;979.50;49;-54.0000;54
ACO;1;3.52;16;-19.0000;19
ACO;27;53.73;16;-19.0000;19
ACO;62;105.05;16;-19.0000;19
ACO;96;155.56;16;-19.0000;19
ACO;131;206.42;16;-19.0000;19
ACO;167;257.52;16;-19.0000;19
ACO;202;308.27;16;-19.0000;19
ACO;237;358.36;16;-19.0000;19
ACO;248;415.22;16;-19.0000;19
ACO;281;466.56;16;-19.0000;19
ACO;316;517.40;16;-19.0000;19
ACO;350;568.27;16;-19.0000;19
ACO;385;618.49;16;-19.0000;19
ACO;421;669.46;16;-19.0000;19
ACO;455;719.93;16;-19.0000;19
ACO;491;770.32;16;-19.0000;19
ACO;528;821.73;16;-19.0000;19
ACO;564;873.32;16;-19.0000;19
ACO;599;923.95;16;-19.0000;19
ACO;624;1001.82;16;-19.0000;19
ACO;4;34.49;70;-113.0000;113
ACO;10;90.43;70;-113.0000;113
ACO;17;146.18;70;-113.0000;113
ACO;21;178.41;70;-85.0000;85
ACO;28;235.19;70;-85.0000;85
ACO;35;290.74;70;-85.0000;85
ACO;41;340.91;70;-85.0000;85
ACO;48;398.25;70;-85.0000;85
ACO;55;454.24;70;-85.0000;85
ACO;62;510.63;70;-85.0000;85
ACO;69;566.88;70;-85.0000;85
ACO;73;642.46;70;-85.0000;85
ACO;79;693.66;70;-85.0000;85
ACO;86;751.17;70;-85.0000;85
ACO;93;807.54;70;-80.0000;80
ACO;100;864.72;70;-80.0000;80
ACO;104;897.34;70;-78.0000;78
ACO;110;947.78;70;-78.0000;78
ACO;116;998.23;70;-78.0000;78
ACO;117;1006.94;70;-77.0000;77
ACO;39;377.31;54;-76.0000;76
ACO;45;428.32;54;-76.0000;76
ACO;51;479.86;54;-76.0000;76
ACO;57;531.49;54;-76.0000;76
ACO;63;582.99;54;-76.0000;76
ACO;69;637.06;54;-76.0000;76
ACO;75;689.42;54;-76.0000;76
ACO;81;741.39;54;-76.0000;76
ACO;85;776.93;54;-72.0000;72
ACO;91;830.80;54;-72.0000;72
ACO;97;882.50;54;-72.0000;72
ACO;102;926.75;54;-61.0000;61
ACO;103;979.53;54;-61.0000;61
ACO;1;10.74;29;-46.0000;46
ACO;2;21.22;29;-38.0000;38
ACO;3;32.62;29;-37.0000;37
ACO;6;57.39;29;-32.0000;32
ACO;13;109.83;29;-32.0000;32
ACO;20;166.84;29;-32.0000;32
ACO;27;219.93;29;-32.0000;32
ACO;34;316.94;29;-32.0000;32
ACO;41;371.50;29;-32.0000;32
ACO;48;424.64;29;-32.0000;32
ACO;55;481.22;29;-32.0000;32
ACO;62;533.64;29;-32.0000;32
ACO;69;587.04;29;-32.0000;32
ACO;76;638.41;29;-32.0000;32
ACO;82;689.60;29;-32.0000;32
ACO;89;741.26;29;-32.0000;32
ACO;96;796.20;29;-32.0000;32
ACO;103;851.94;29;-32.0000;32
ACO;110;906.64;29;-32.0000;32
ACO;117;962.47;29;-32.0000;32
ACO;120;1026.62;29;-32.0000;32
ACO;4;36.79;67;-88.0000;88
ACO;10;91.17;67;-74.0000;74
ACO;16;144.33;67;-74.0000;74
ACO;22;199.21;67;-74.0000;74
ACO;28;252.49;67;-74.0000;74
ACO;33;340.56;67;-74.0000;74
ACO;39;395.32;67;-74.0000;74
ACO;45;457.78;67;-74.0000;74
ACO;51;510.63;67;-74.0000;74
ACO;57;567.95;67;-74.0000;74
ACO;63;621.75;67;-74.0000;74
ACO;69;674.58;67;-74.0000;74
ACO;75;727.68;67;-74.0000;74
ACO;81;783.26;67;-74.0000;74
ACO;87;838.68;67;-74.0000;74
ACO;93;894.81;67;-74.0000;74
ACO;99;955.76;67;-74.0000;74
ACO;1;4.70;31;-36.0000;36
ACO;2;8.25;31;-34.0000;34
ACO;12;65.81;31;-34.0000;34
ACO;39;116.65;31;-34.0000;34
ACO;67;168.34;31;-34.0000;34
ACO;95;220.27;31;-34.0000;34
ACO;122;271.60;31;-34.0000;34
ACO;148;322.98;31;-34.0000;34
ACO;175;373.18;31;-34.0000;34
ACO;203;425.03;31;-34.0000;34
ACO;231;476.59;31;-34.0000;34
ACO;254;526.92;31;-34.0000;34
ACO;281;576.96;31;-34.0000;34
ACO;308;627.37;31;-34.0000;34
ACO;330;687.00;31;-34.0000;34
ACO;343;737.34;31;-34.0000;34
ACO;370;788.91;31;-34.0000;34
ACO;396;840.24;31;-34.0000;34
ACO;418;890.45;31;-34.0000;34
ACO;445;942.17;31;-34.0000;34
ACO;472;992.83;31;-34.0000;34
ACO;1;4.96;21;-23.0000;23
ACO;23;55.75;21;-23.0000;23
ACO;48;107.41;21;-23.0000;23
ACO;72;157.68;21;-23.0000;23
ACO;97;208.53;21;-23.0000;23
ACO;123;260.38;21;-23.0000;23
ACO;148;311.40;21;-23.0000;23
ACO;153;364.92;21;-23.0000;23
ACO;162;418.87;21;-23.0000;23
ACO;170;470.75;21;-23.0000;23
ACO;179;522.74;21;-23.0000;23
ACO;188;575.22;21;-23.0000;23
ACO;196;631.37;21;-23.0000;23
ACO;205;686.93;21;-23.0000;23
ACO;211;764.85;21;-23.0000;23
ACO;235;815.83;21;-23.0000;23
ACO;257;866.98;21;-23.0000;23
ACO;282;917.79;21;-23.0000;23
ACO;307;968.89;21;-23.0000;23
ACO;1;2.80;21;-26.0000;26
ACO;2;5.17;21;-25.0000;25
ACO;4;9.45;21;-24.0000;24
ACO;27;62.75;21;-24.0000;24
ACO;44;113.06;21;-24.0000;24
ACO;79;164.03;21;-24.0000;24
ACO;114;214.93;21;-24.0000;24
ACO;149;265.98;21;-24.0000;24
ACO;181;317.24;21;-24.0000;24
ACO;216;368.14;21;-24.0000;24
ACO;251;418.82;21;-24.0000;24
ACO;286;469.86;21;-24.0000;24
ACO;319;520.25;21;-24.0000;24
ACO;352;571.46;21;-24.0000;24
ACO;385;622.28;21;-24.0000;24
ACO;405;694.08;21;-24.0000;24
ACO;440;745.09;21;-24.0000;24
ACO;475;795.49;21;-24.0000;24
ACO;510;846.66;21;-24.0000;24
ACO;545;897.39;21;-24.0000;24
ACO;580;948.75;21;-24.0000;24
ACO;615;1000.12;21;-24.0000;24
ACO;6;56.14;69;-87.0000;87
ACO;7;66.44;69;-85.0000;85
ACO;8;76.30;69;-81.0000;81
ACO;14;131.37;69;-81.0000;81
ACO;16;150.49;69;-76.0000;76
ACO;19;179.05;69;-75.0000;75
ACO;25;235.39;69;-75.0000;75
ACO;31;290.34;69;-75.0000;75
ACO;33;352.15;69;-75.0000;75
ACO;39;405.97;69;-75.0000;75
ACO;45;461.24;69;-75.0000;75
ACO;51;515.20;69;-75.0000;75
ACO;57;568.72;69;-75.0000;75
ACO;63;623.95;69;-75.0000;75
ACO;69;680.31;69;-75.0000;75
ACO;75;734.64;69;-75.0000;75
ACO;81;789.21;69;-75.0000;75
ACO;87;844.22;69;-75.0000;75
ACO;93;897.38;69;-75.0000;75
ACO;99;951.14;69;-75.0000;75
ACO;105;1005.23;69;-75.0000;75
ACO;1;7.23;65;-76.0000;76
ACO;3;54.78;65;-74.0000;74
ACO;6;68.86;65;-71.0000;71
ACO;19;120.23;65;-71.0000;71
ACO;33;171.91;65;-71.0000;71
ACO;48;224.04;65;-71.0000;71
ACO;62;274.82;65;-71.0000;71
ACO;75;327.46;65;-71.0000;71
ACO;90;380.74;65;-71.0000;71
ACO;102;434.01;65;-71.0000;71
ACO;114;486.92;65;-71.0000;71
ACO;128;539.41;65;-71.0000;71
ACO;141;590.26;65;-71.0000;71
ACO;155;642.65;65;-71.0000;71
ACO;166;697.03;65;-71.0000;71
ACO;178;785.75;65;-71.0000;71
ACO;192;837.18;65;-71.0000;71
ACO;207;890.32;65;-71.0000;71
ACO;222;943.35;65;-71.0000;71
ACO;236;994.97;65;-71.0000;71
ACO;1;10.40;77;-117.0000;117
ACO;2;20.23;77;-98.0000;98
ACO;4;39.66;77;-97.0000;97
ACO;8;77.11;77;-87.0000;87
ACO;9;86.16;77;-83.0000;83
ACO;11;104.08;77;-81.0000;81
ACO;17;158.68;77;-81.0000;81
ACO;23;209.55;77;-81.0000;81
ACO;29;261.86;77;-81.0000;81
ACO;35;317.54;77;-81.0000;81
ACO;41;368.66;77;-81.0000;81
ACO;47;419.74;77;-81.0000;81
ACO;51;497.90;77;-81.0000;81
ACO;57;548.45;77;-81.0000;81
ACO;63;598.97;77;-81.0000;81
ACO;69;649.89;77;-81.0000;81
ACO;75;702.52;77;-81.0000;81
ACO;81;756.10;77;-81.0000;81
ACO;87;807.70;77;-81.0000;81
ACO;93;859.01;77;-81.0000;81
ACO;99;911.22;77;-81.0000;81
ACO;105;964.25;77;-81.0000;81
ACO;1;3.04;20;-25.0000;25
ACO;34;54.50;20;-25.0000;25
ACO;67;106.13;20;-25.0000;25
ACO;88;160.98;20;-25.0000;25
ACO;103;211.11;20;-25.0000;25
ACO;136;262.29;20;-25.0000;25
ACO;169;312.98;20;-25.0000;25
ACO;202;364.07;20;-25.0000;25
ACO;234;414.83;20;-25.0000;25
ACO;267;466.05;20;-25.0000;25
ACO;299;516.67;20;-25.0000;25
ACO;331;567.09;20;-25.0000;25
ACO;364;617.74;20;-25.0000;25
ACO;395;667.90;20;-25.0000;25
ACO;426;718.93;20;-25.0000;25
ACO;444;789.39;20;-25.0000;25
ACO;477;840.30;20;-25.0000;25
ACO;510;891.70;20;-25.0000;25
ACO;542;943.12;20;-25.0000;25
ACO;572;993.26;20;-25.0000;25
ACO;45;388.93;101;-124.0000;124
ACO;46;442.10;101;-124.0000;124
ACO;49;468.73;101;-122.0000;122
ACO;55;522.34;101;-122.0000;122
ACO;61;574.46;101;-122.0000;122
ACO;67;626.53;101;-122.0000;122
ACO;73;678.92;101;-122.0000;122
ACO;75;697.80;101;-111.0000;111
ACO;81;751.32;101;-111.0000;111
ACO;87;803.09;101;-111.0000;111
ACO;93;854.81;101;-111.0000;111
ACO;99;908.54;101;-111.0000;111
ACO;105;962.02;101;-111.0000;111
ACO;3;27.14;51;-109.0000;109
ACO;4;36.37;51;-81.0000;81
ACO;7;62.97;51;-70.0000;70
ACO;8;71.82;51;-62.0000;62
ACO;9;124.05;51;-62.0000;62
ACO;10;133.24;51;-57.0000;57
ACO;16;183.36;51;-57.0000;57
ACO;22;234.85;51;-57.0000;57
ACO;28;285.32;51;-57.0000;57
ACO;34;336.63;51;-57.0000;57
ACO;40;388.89;51;-57.0000;57
ACO;46;440.84;51;-57.0000;57
ACO;53;499.05;51;-57.0000;57
ACO;59;550.16;51;-57.0000;57
ACO;65;600.61;51;-57.0000;57
ACO;71;650.70;51;-57.0000;57
ACO;77;701.03;51;-57.0000;57
ACO;83;753.72;51;-57.0000;57
ACO;86;822.09;51;-57.0000;57
ACO;92;872.83;51;-57.0000;57
ACO;98;923.58;51;-57.0000;57
ACO;104;973.72;51;-57.0000;57
ACO;1;7.35;46;-63.0000;63
ACO;2;14.27;46;-57.0000;57
ACO;4;25.44;46;-55.0000;55
ACO;9;47.94;46;-51.0000;51
ACO;25;101.08;46;-51.0000;51
ACO;40;153.76;46;-51.0000;51
ACO;55;205.89;46;-51.0000;51
ACO;70;257.58;46;-51.0000;51
ACO;84;308.45;46;-51.0000;51
ACO;99;360.67;46;-51.0000;51
ACO;114;414.03;46;-51.0000;51
ACO;124;491.54;46;-51.0000;51
ACO;137;542.83;46;-51.0000;51
ACO;152;594.23;46;-51.0000;51
ACO;166;645.16;46;-51.0000;51
ACO;180;696.71;46;-51.0000;51
ACO;194;746.74;46;-51.0000;51
ACO;208;800.13;46;-51.0000;51
ACO;222;852.71;46;-51.0000;51
ACO;236;904.09;46;-51.0000;51
ACO;251;955.01;46;-51.0000;51
ACO;1;8.82;77;-87.0000;87
ACO;3;25.94;77;-83.0000;83
ACO;8;66.30;77;-81.0000;81
ACO;14;114.33;77;-80.0000;80
ACO;17;184.48;77;-80.0000;80
ACO;24;237.82;77;-80.0000;80
ACO;31;291.55;77;-80.0000;80
ACO;38;344.65;77;-80.0000;80
ACO;45;400.39;77;-80.0000;80
ACO;52;454.54;77;-80.0000;80
ACO;59;510.42;77;-80.0000;80
ACO;66;567.81;77;-80.0000;80
ACO;73;625.73;77;-80.0000;80
ACO;80;677.84;77;-80.0000;80
ACO;87;731.86;77;-80.0000;80
ACO;94;786.50;77;-80.0000;80
ACO;100;872.79;77;-80.0000;80
ACO;107;926.80;77;-80.0000;80
ACO;114;981.51;77;-80.0000;80
ACO;1;8.30;26;-45.0000;45
ACO;2;16.91;26;-35.0000;35
ACO;3;25.24;26;-33.0000;33
ACO;10;78.37;26;-33.0000;33
ACO;17;130.02;26;-33.0000;33
ACO;23;175.54;26;-32.0000;32
ACO;28;213.36;26;-31.0000;31
ACO;34;264.42;26;-31.0000;31
ACO;41;321.04;26;-31.0000;31
ACO;48;378.43;26;-31.0000;31
ACO;54;429.66;26;-31.0000;31
ACO;61;485.09;26;-31.0000;31
ACO;63;551.80;26;-31.0000;31
ACO;70;607.13;26;-31.0000;31
ACO;76;658.57;26;-31.0000;31
ACO;83;715.21;26;-31.0000;31
ACO;90;768.78;26;-31.0000;31
ACO;97;824.20;26;-31.0000;31
ACO;104;879.14;26;-31.0000;31
ACO;111;933.56;26;-31.0000;31
ACO;118;986.66;26;-31.0000;31
ACO;10;103.47;98;-148.0000;148
ACO;11;117.07;98;-142.0000;142
ACO;12;133.73;98;-121.0000;121
ACO;17;189.32;98;-111.0000;111
ACO;21;275.13;98;-111.0000;111
ACO;24;306.76;98;-110.0000;110
ACO;30;361.02;98;-110.0000;110
ACO;36;416.64;98;-110.0000;110
ACO;38;435.42;98;-108.0000;108
ACO;44;490.89;98;-108.0000;108
ACO;50;549.04;98;-108.0000;108
ACO;56;603.81;98;-108.0000;108
ACO;62;659.03;98;-108.0000;108
ACO;68;714.11;98;-108.0000;108
ACO;69;724.01;98;-106.0000;106
ACO;75;779.51;98;-106.0000;106
ACO;81;834.95;98;-106.0000;106
ACO;87;890.38;98;-106.0000;106
ACO;93;948.07;98;-106.0000;106
ACO;96;1019.27;98;-106.0000;106
ACO;1;9.95;33;-50.0000;50
ACO;2;18.97;33;-42.0000;42
ACO;3;28.53;33;-40.0000;40
ACO;6;52.57;33;-38.0000;38
ACO;8;69.06;33;-37.0000;37
ACO;15;122.92;33;-37.0000;37
ACO;22;173.89;33;-37.0000;37
ACO;29;227.86;33;-37.0000;37
ACO;36;280.11;33;-37.0000;37
ACO;43;334.63;33;-37.0000;37
ACO;50;389.24;33;-37.0000;37
ACO;57;441.85;33;-37.0000;37
ACO;64;496.99;33;-37.0000;37
ACO;71;549.51;33;-37.0000;37
ACO;78;602.25;33;-37.0000;37
ACO;81;669.05;33;-37.0000;37
ACO;88;720.29;33;-37.0000;37
ACO;94;773.80;33;-37.0000;37
ACO;101;827.01;33;-37.0000;37
ACO;108;880.22;33;-37.0000;37
ACO;115;932.60;33;-37.0000;37
ACO;122;986.85;33;-37.0000;37
ACO;1;10.01;77;-95.0000;95
ACO;5;46.31;77;-94.0000;94
ACO;6;55.69;77;-88.0000;88
ACO;9;84.06;77;-85.0000;85
ACO;13;119.81;77;-84.0000;84
ACO;19;173.39;77;-84.0000;84
ACO;25;225.39;77;-83.0000;83
ACO;31;275.57;77;-83.0000;83
ACO;36;348.72;77;-83.0000;83
ACO;39;417.54;77;-83.0000;83
ACO;42;486.69;77;-83.0000;83
ACO;45;557.46;77;-83.0000;83
ACO;48;627.30;77;-83.0000;83
ACO;51;697.60;77;-83.0000;83
ACO;53;782.47;77;-83.0000;83
ACO;59;832.63;77;-83.0000;83
ACO;65;884.49;77;-83.0000;83
ACO;71;934.68;77;-83.0000;83
ACO;78;992.54;77;-83.0000;83
ACO;2;20.07;61;-85.0000;85
ACO;4;39.69;61;-82.0000;82
ACO;7;67.61;61;-71.0000;71
ACO;8;79.16;61;-70.0000;70
ACO;14;135.79;61;-70.0000;70
ACO;15;190.29;61;-70.0000;70
ACO;21;241.88;61;-70.0000;70
ACO;27;293.34;61;-70.0000;70
ACO;33;344.06;61;-70.0000;70
ACO;39;398.61;61;-70.0000;70
ACO;45;451.23;61;-70.0000;70
ACO;46;460.80;61;-69.0000;69
ACO;52;513.46;61;-69.0000;69
ACO;55;540.71;61;-68.0000;68
ACO;61;594.56;61;-68.0000;68
ACO;67;647.17;61;-68.0000;68
ACO;73;700.74;61;-68.0000;68
ACO;79;754.56;61;-68.0000;68
ACO;85;807.40;61;-68.0000;68
ACO;91;904.45;61;-68.0000;68
ACO;97;956.88;61;-68.0000;68
ACO;1;9.70;64;-98.0000;98
ACO;3;28.14;64;-84.0000;84
ACO;4;38.36;64;-80.0000;80
ACO;5;52.95;64;-77.0000;77
ACO;7;72.65;64;-70.0000;70
ACO;9;90.68;64;-69.0000;69
ACO;13;125.43;64;-68.0000;68
ACO;19;175.90;64;-68.0000;68
ACO;25;227.81;64;-68.0000;68
ACO;31;282.99;64;-68.0000;68
ACO;35;334.87;64;-68.0000;68
ACO;41;392.91;64;-68.0000;68
ACO;48;447.91;64;-68.0000;68
ACO;54;502.72;64;-68.0000;68
ACO;61;559.86;64;-68.0000;68
ACO;66;643.75;64;-68.0000;68
ACO;72;694.84;64;-68.0000;68
ACO;78;747.31;64;-68.0000;68
ACO;85;803.85;64;-68.0000;68
ACO;92;861.37;64;-68.0000;68
ACO;99;917.51;64;-68.0000;68
ACO;106;974.30;64;-68.0000;68
ACO;4;39.23;67;-126.0000;126
ACO;6;58.70;67;-84.0000;84
ACO;7;68.16;67;-82.0000;82
ACO;11;103.76;67;-81.0000;81
ACO;13;121.70;67;-78.0000;78
ACO;17;157.07;67;-75.0000;75
ACO;22;204.36;67;-73.0000;73
ACO;28;257.06;67;-73.0000;73
ACO;32;315.90;67;-73.0000;73
ACO;35;367.13;67;-73.0000;73
ACO;41;420.00;67;-73.0000;73
ACO;47;472.66;67;-73.0000;73
ACO;53;525.28;67;-73.0000;73
ACO;59;579.01;67;-73.0000;73
ACO;65;634.51;67;-73.0000;73
ACO;71;687.12;67;-73.0000;73
ACO;77;739.38;67;-73.0000;73
ACO;83;792.97;67;-73.0000;73
ACO;88;843.81;67;-73.0000;73
ACO;94;899.06;67;-73.0000;73
ACO;100;953.22;67;-73.0000;73
ACO;106;1005.51;67;-73.0000;73
ACO;6;53.41;53;-84.0000;84
ACO;10;89.69;53;-77.0000;77
ACO;14;125.96;53;-67.0000;67
ACO;19;170.26;53;-66.0000;66
ACO;25;222.67;53;-63.0000;63
ACO;31;276.02;53;-63.0000;63
ACO;37;333.21;53;-63.0000;63
ACO;42;424.44;53;-63.0000;63
ACO;48;477.36;53;-63.0000;63
ACO;54;529.97;53;-62.0000;62
ACO;59;581.50;53;-62.0000;62
ACO;64;634.84;53;-62.0000;62
ACO;70;690.38;53;-62.0000;62
ACO;76;744.57;53;-62.0000;62
ACO;82;797.71;53;-62.0000;62
ACO;87;842.70;53;-61.0000;61
ACO;88;852.10;53;-60.0000;60
ACO;94;911.16;53;-60.0000;60
ACO;100;966.14;53;-60.0000;60
ACO;1;6.27;101;-120.0000;120
ACO;2;12.70;101;-115.0000;115
ACO;3;21.68;101;-112.0000;112
ACO;5;32.91;101;-111.0000;111
ACO;6;38.24;101;-108.0000;108
ACO;9;51.61;101;-107.0000;107
ACO;15;76.84;101;-106.0000;106
ACO;24;155.18;101;-106.0000;106
ACO;36;205.32;101;-106.0000;106
ACO;49;257.43;101;-106.0000;106
ACO;62;309.98;101;-106.0000;106
ACO;75;363.33;101;-106.0000;106
ACO;88;415.63;101;-106.0000;106
ACO;101;467.73;101;-106.0000;106
ACO;114;520.65;101;-106.0000;106
ACO;127;574.57;101;-106.0000;106
ACO;140;627.73;101;-106.0000;106
ACO;153;680.94;101;-106.0000;106
ACO;166;734.50;101;-106.0000;106
ACO;179;787.12;101;-106.0000;106
ACO;189;870.96;101;-106.0000;106
ACO;202;924.32;101;-106.0000;106
ACO;215;976.56;101;-106.0000;106
ACO;2;19.68;81;-122.0000;122
ACO;5;48.66;81;-117.0000;117
ACO;6;58.47;81;-98.0000;98
ACO;10;94.25;81;-92.0000;92
ACO;16;153.84;81;-92.0000;92
ACO;18;173.39;81;-91.0000;91
ACO;24;228.62;81;-88.0000;88
ACO;30;284.55;81;-88.0000;88
ACO;36;340.70;81;-88.0000;88
ACO;42;395.74;81;-88.0000;88
ACO;48;449.59;81;-88.0000;88
ACO;54;504.41;81;-88.0000;88
ACO;60;574.95;81;-88.0000;88
ACO;63;628.37;81;-88.0000;88
ACO;69;682.07;81;-88.0000;88
ACO;75;734.70;81;-88.0000;88
ACO;81;785.97;81;-88.0000;88
ACO;87;837.17;81;-88.0000;88
ACO;93;889.71;81;-88.0000;88
ACO;99;942.29;81;-88.0000;88
ACO;105;995.68;81;-88.0000;88
ACO;4;35.22;78;-98.0000;98
ACO;10;86.94;78;-98.0000;98
ACO;16;138.84;78;-98.0000;98
ACO;19;189.33;78;-98.0000;98
ACO;25;239.70;78;-98.0000;98
ACO;26;248.66;78;-93.0000;93
ACO;29;316.54;78;-93.0000;93
ACO;35;368.61;78;-93.0000;93
ACO;41;419.86;78;-93.0000;93
ACO;47;470.50;78;-93.0000;93
ACO;53;521.19;78;-93.0000;93
ACO;59;571.95;78;-93.0000;93
ACO;65;624.37;78;-93.0000;93
ACO;71;675.00;78;-93.0000;93
ACO;74;700.52;78;-89.0000;89
ACO;80;750.99;78;-89.0000;89
ACO;86;802.98;78;-89.0000;89
ACO;92;853.96;78;-89.0000;89
ACO;97;895.90;78;-86.0000;86
ACO;102;938.26;78;-85.0000;85
ACO;103;990.22;78;-85.0000;85
ACO;2;20.16;76;-102.0000;102
ACO;3;30.52;76;-93.0000;93
ACO;4;40.80;76;-92.0000;92
ACO;6;61.22;76;-89.0000;89
ACO;10;100.30;76;-88.0000;88
ACO;16;157.30;76;-88.0000;88
ACO;17;167.45;76;-85.0000;85
ACO;23;223.08;76;-85.0000;85
ACO;29;278.78;76;-85.0000;85
ACO;35;332.44;76;-85.0000;85
ACO;41;386.17;76;-85.0000;85
ACO;47;440.32;76;-85.0000;85
ACO;53;494.38;76;-85.0000;85
ACO;59;548.31;76;-85.0000;85
ACO;65;603.01;76;-85.0000;85
ACO;71;701.48;76;-85.0000;85
ACO;73;720.28;76;-83.0000;83
ACO;75;738.54;76;-82.0000;82
ACO;81;794.63;76;-82.0000;82
ACO;87;854.19;76;-82.0000;82
ACO;92;908.62;76;-82.0000;82
ACO;98;967.13;76;-82.0000;82
ACO;1;9.61;32;-57.0000;57
ACO;2;19.07;32;-53.0000;53
ACO;3;28.34;32;-42.0000;42
ACO;5;45.39;32;-38.0000;38
ACO;7;105.21;32;-38.0000;38
ACO;12;146.00;32;-36.0000;36
ACO;19;200.36;32;-36.0000;36
ACO;26;256.39;32;-36.0000;36
ACO;33;310.27;32;-36.0000;36
ACO;40;365.31;32;-36.0000;36
ACO;47;419.05;32;-36.0000;36
ACO;54;475.49;32;-36.0000;36
ACO;61;530.90;32;-36.0000;36
ACO;68;584.41;32;-36.0000;36
ACO;75;639.51;32;-36.0000;36
ACO;82;694.98;32;-36.0000;36
ACO;89;791.73;32;-36.0000;36
ACO;96;846.05;32;-36.0000;36
ACO;103;899.46;32;-36.0000;36
ACO;110;953.35;32;-36.0000;36
ACO;1;9.35;66;-101.0000;101
ACO;2;18.37;66;-92.0000;92
ACO;3;27.73;66;-82.0000;82
ACO;4;36.45;66;-72.0000;72
ACO;8;69.96;66;-71.0000;71
ACO;15;123.76;66;-71.0000;71
ACO;16;174.97;66;-71.0000;71
ACO;23;231.78;66;-71.0000;71
ACO;30;289.34;66;-71.0000;71
ACO;37;346.22;66;-71.0000;71
ACO;44;402.37;66;-71.0000;71
ACO;51;459.40;66;-71.0000;71
ACO;57;511.64;66;-71.0000;71
ACO;63;561.77;66;-71.0000;71
ACO;69;612.09;66;-71.0000;71
ACO;76;668.44;66;-71.0000;71
ACO;83;723.18;66;-71.0000;71
ACO;90;777.48;66;-71.0000;71
ACO;96;854.60;66;-71.0000;71
ACO;99;925.28;66;-71.0000;71
ACO;102;994.77;66;-71.0000;71
ACO;1;28.11;54;-71.0000;71
ACO;2;54.93;54;-60.0000;60
ACO;5;129.58;54;-60.0000;60
ACO;6;183.43;54;-58.0000;58
ACO;10;214.72;54;-57.0000;57
ACO;17;267.30;54;-57.0000;57
ACO;24;321.96;54;-57.0000;57
ACO;31;376.13;54;-57.0000;57
ACO;38;431.00;54;-57.0000;57
ACO;44;484.62;54;-57.0000;57
ACO;50;536.41;54;-57.0000;57
ACO;57;592.73;54;-57.0000;57
ACO;64;644.94;54;-57.0000;57
ACO;71;696.88;54;-57.0000;57
ACO;78;751.27;54;-57.0000;57
ACO;85;806.90;54;-57.0000;57
ACO;86;868.12;54;-57.0000;57
ACO;93;922.20;54;-57.0000;57
ACO;99;972.31;54;-57.0000;57
ACO;3;27.86;81;-134.0000;134
ACO;4;38.13;81;-89.0000;89
ACO;10;97.76;81;-89.0000;89
ACO;14;135.13;81;-88.0000;88
ACO;20;190.75;81;-88.0000;88
ACO;26;241.84;81;-88.0000;88
ACO;27;251.28;81;-87.0000;87
ACO;33;308.30;81;-87.0000;87
ACO;39;361.79;81;-87.0000;87
ACO;45;416.41;81;-87.0000;87
ACO;51;468.15;81;-87.0000;87
ACO;57;521.80;81;-87.0000;87
ACO;60;592.39;81;-87.0000;87
ACO;66;648.00;81;-87.0000;87
ACO;72;699.16;81;-87.0000;87
ACO;78;750.50;81;-87.0000;87
